id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
428,The various consequences of the virus,48 - Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
429,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
430,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
431,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
432,Energy prices,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
433,Cost of living crisis,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
434,Russia/Ukraine conflict,22 War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
435,illegal migrants,12 for Immigration,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
436,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
437,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
438,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
439,Brexit,15,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
440,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
441,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
442,The government,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
443,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
444,Conservative government,5,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
445,Global warming / Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
446,Covid 19 and the variants,48 - Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
447,cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
448,Violent crime,14,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
449,Brexit,15,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
450,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
451,Energy costs,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
452,Peak Oil / Energy crisis,40 for Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
453,COVID pandemic,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
454,ECONOMY RISING PRICES,31 for Inflation,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
455,economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
456,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
457,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
458,Financial,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
459,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
460,Corona,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
461,Brexit,15,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
462,costs of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
463,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
464,Inflation,31,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
465,Blocking the Police & Crime bill,14 - Crime,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
466,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
467,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
468,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
469,Cost of living.,32 for Living costs.,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
470,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
471,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
472,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
473,Covid19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
474,health - fighting the Corona virus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
475,Climate Change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
476,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
477,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
478,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
479,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
480,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
481,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
482,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
483,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
484,Corona virus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
485,NHS,1,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
486,Broken government promises and wasteful spending,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
487,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
488,Coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
489,coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
490,Financial situations,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
491,The economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
492,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
493,Illegal immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
494,Economy & cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
495,climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
496,Pandemic,48 (Coronavirus),1,0.9147828561734639,0.8829444891695378,0.9460418423878052
497,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
498,Covid-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
499,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
0,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
2,COVID 19,48 - Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
3,immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
4,The cost of living crisis,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
5,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
6,coved19,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
7,the economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
8,NHS,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
9,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
10,COVID,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
11,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
12,Global warming,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
13,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
14,underfunded nhs,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
15,The economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
16,cost of living energy prices,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
17,Corruption in parliament,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
18,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
19,COVID,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
20,War in Ukraine,22 for War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
21,Brexit & Covid,"15, 48",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
22,the Ukraine conflict,22 for War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
23,underlying health probems that have not been dealt with during the pandemic,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
24,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
25,Covid-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
26,covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
27,COVID-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
28,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
29,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
30,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
31,Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
32,immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
33,The economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
34,crime,"I'm sorry, but I need to see the open-ended response in order to assign a category to it.",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
35,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
36,Cover 19 Indian strain,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
37,EU aggression,22 for War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
38,COVID 19,48 (Coronavirus),2,0.9171655221896114,0.8973625645313973,0.9380549188266417
39,rejoining the eu,15 for Europe,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
40,Recovery from Covid-19,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
41,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
42,Cost of Living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
43,Rising living costs,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
45,illegal migrants,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
46,covie vir 19,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
47,Economic recovery,26 for Economy-general,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
48,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
49,Corona virus pandemic,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
50,COVID,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
51,Virus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
52,Cost of Living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
53,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
54,Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
55,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
56,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
57,Covid hoax,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
58,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
59,Rising prices,31 - Inflation,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
60,Pandemic,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
61,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
62,NHS backlog,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
63,immigraation,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
64,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
65,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
66,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
67,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
68,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
69,Recovering from Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
70,economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
71,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
72,COVID,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
73,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
74,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
75,price increases,31 for Inflation,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
76,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
77,Covid-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
79,SLEEZE,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
80,Health crisis,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
81,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
82,cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
83,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
84,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
85,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
87,The Environment,40,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
88,Cost Of Livinf Crisis and inflation,"32, 31",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
89,effects of covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
90,illegal immigration,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
91,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
92,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
93,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
94,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
95,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
96,The pandemic,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
97,omnicrom virus,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
98,Effects of the war in Ukraine,22 for War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
99,Cost of Living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
100,the virus,48 for Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
101,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
102,Covid-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
103,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
104,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
105,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
106,Corona virus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
107,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
108,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
109,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
110,recovering from covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
111,rising cost of living,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
112,COVID,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
113,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
114,Russia invading Ukraine,22 War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
115,Rise in living costs,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
116,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
117,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
118,Cost of living crisis,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
119,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
120,Rising cost of living,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
121,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
122,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
123,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
124,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
125,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
126,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
127,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
128,Cost of living crisis,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
129,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
130,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
131,Recovering from the virus,48 - Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
132,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
133,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
134,Crime,"- ""The rise in crime rates across the country is very concerning.""
- ""I believe addressing crime and improving public safety should be the top priority for the government.""
- ""The issue of crime, especially in urban areas, needs to be tackled more effectively.""",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
135,Crime,"- ""The rise in crime rates across the country is very concerning.""
- ""I believe addressing crime and improving public safety should be the top priority for the government.""
- ""The issue of crime and violence in our communities needs to be tackled effectively.""",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
136,COVID 19,48 (Coronavirus),2,0.9171655221896114,0.8973625645313973,0.9380549188266417
137,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
138,Protecting the environment,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
139,healthcare,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
140,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
141,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
142,Government corruption,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
143,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
144,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
145,Living costs,"""It's becoming increasingly difficult to afford basic necessities like housing and groceries. Something needs to be done to address the rising living costs in this country."" - Living costs",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
146,illegal immigration,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
147,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
148,Health,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
149,inflation,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
150,Rising prices for living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
151,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
152,illegal immigrants,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
153,economic recovery,26 - Economy-general,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
154,rising prices/cost of living,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
155,health,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
156,Coping with Brexit,15 for Europe,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
157,migrants,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
158,War in Ukraine,22 - War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
159,Inflation,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
160,Covid and it's repercussions,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
161,Corona virus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
162,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
163,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
164,coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
165,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
166,Inflation,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
167,Inflation,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
168,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
169,climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
170,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
171,Covid omicron,48 - Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
172,Recovery from pandemic,48 - Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
173,COVID 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
174,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
175,Our prime minister,"5 - Partisan-neg i.e., complaints about a party or politician",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
176,Cost of Living increases,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
177,Inaction on climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
178,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
179,NHS,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
180,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
181,COVID 19,48 (Coronavirus),2,0.9171655221896114,0.8973625645313973,0.9380549188266417
182,covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
183,Boris Johnson,5,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
184,Migration across the English Channel,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
185,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
186,Global warming,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
187,Covid-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
188,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
189,Immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
190,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
191,The economy.,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
192,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
193,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
194,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
195,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
196,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
197,economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
198,Knife crime,14 Crime,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
199,Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
200,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
201,brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
202,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
203,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
204,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
205,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
206,Corona virus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
207,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
208,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
209,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
210,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
211,COVID 19,48 - Coronavirus,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
212,Inflation,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
213,Government unfit for purpose,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
214,Cost of living and paying bills,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
215,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
216,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
217,Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
218,Economic fallout from Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
219,economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
220,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
221,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
222,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
223,Climate change,40 Environment,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
224,Economic decline due to Brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
225,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
226,Inflation and cost of living,"31 for Inflation, 32 for Living costs",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
227,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
228,Government leadership,"4 - Pol-neg i.e., complaints about politics",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
229,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
230,Coronavirus,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
231,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
232,brexit,15,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
233,the economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
234,Imigrants,12 for Immigration,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
235,The coronavirus pandemic,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
236,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
237,COVID-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
238,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
239,Getting the Tories out,"5 - Partisan-neg i.e., complaints about a party or politician",2,0.9171655221896114,0.8973625645313973,0.9380549188266417
240,Illegal immigration,12,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
241,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
242,Peace,22 - War,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
243,eradicating Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
244,Cost of living,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
245,Rising costs,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
246,Economic state of the country,26 - Economy-general,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
247,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
248,Gas and electric price rise,32 for Living costs,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
249,Inflation regarding ability to survive,31,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
250,Health,1,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
251,the economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
252,Cost of living crisis,32,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
253,Covid-19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
254,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
255,economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
256,covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
257,Covid 19,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
258,Covid,48,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
259,Economy,26,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
260,environment,40,2,0.9171655221896114,0.8973625645313973,0.9380549188266417
