id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
116,The pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
117,coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
118,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
119,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
120,The EU,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
121,The pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
122,Energy prices,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
123,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
124,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
125,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
126,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
127,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
128,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
129,Global warming / Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
130,Coping with Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
131,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
132,COVID-19,Respond 48 for Coronavirus,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
133,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
134,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
135,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
136,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
137,Immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
138,Immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
139,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
140,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
141,Broken government promises and wasteful spending,26 - Economy-general,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
142,COVID pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
143,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
144,climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
145,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
146,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
147,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
148,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
149,Covid19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
150,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
151,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
152,Recovery from covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
153,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
154,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
155,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
156,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
157,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
158,rising prices,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
159,Immigration,"- ""We need to address the immigration crisis and come up with fair and humane solutions.""
- ""Immigration policy is a major concern for me, we need to secure our borders and reform the system.""
- ""I believe immigration is the most pressing issue facing our country right now, we need to find a balance between compassion and security.""",5,0.9108812204436563,0.9004895541411064,0.9215857160768837
160,COVID-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
161,Imigrants,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
162,rising prices/cost of living,32 for Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
163,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
164,corona virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
165,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
166,Gas and electric price rise,32 - Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
167,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
168,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
169,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
170,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
171,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
172,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
173,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
174,immigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
175,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
176,N.Ireland Protocol,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
177,cost of living crisis,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
178,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
179,the new covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
180,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
181,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
182,COVID 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
183,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
184,"Rising prices in electricity, petrol etc",32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
185,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
186,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
187,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
188,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
189,coronoa virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
190,immigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
191,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
192,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
193,Ecomomy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
194,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
195,THE ECONOMY,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
196,Recovering from Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
197,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
198,The rising cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
199,Energy prices,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
200,dealing with the pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
201,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
202,Recovery from pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
203,Overpopulation,40 Environment,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
204,the Covid vaccinations,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
205,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
206,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
207,Pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
208,Household bills,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
209,Immigrants,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
210,Climate emergency,40 Environment,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
211,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
212,the economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
213,Immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
214,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
215,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
216,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
217,Lockdown,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
218,Covid_19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
219,Cost of living crisis,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
220,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
221,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
222,finanaces,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
223,Cost of Energy,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
224,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
225,The Environment,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
226,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
227,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
228,covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
229,Cost of living crisis,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
230,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
231,Cost of Living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
232,Climate Change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
233,Price rises,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
234,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
235,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
236,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
237,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
238,Covid 19 and the variants,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
239,Immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
240,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
241,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
242,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
243,Pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
244,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
245,Rising cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
246,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
247,health - fighting the Corona virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
248,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
249,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
250,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
251,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
252,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
253,Climate Change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
254,The costs of covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
255,Pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
256,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
257,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
258,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
259,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
260,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
261,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
262,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
263,recovering from covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
264,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
265,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
266,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
267,ENERGY PRICE RISE,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
268,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
269,Covid pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
270,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
271,pensioners struggling to pay their bills,32 - Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
272,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
273,Cost of fuel,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
274,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
275,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
276,Cost of Living increases,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
277,Price increases,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
278,Affordability,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
279,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
280,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
281,Immigration,None,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
282,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
283,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
284,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
285,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
286,The economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
287,covie vir 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
288,Cost of living rise,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
289,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
290,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
291,the economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
292,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
293,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
294,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
295,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
296,Covid pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
297,the economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
298,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
299,Border Control,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
300,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
301,Opening country back up,26 - Economy-general,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
302,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
303,immigrants crossing the English Channel,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
304,Immigration,None,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
305,climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
306,Brexit & Covid,"15, 48",5,0.9108812204436563,0.9004895541411064,0.9215857160768837
307,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
308,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
309,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
310,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
311,Corona virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
312,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
313,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
314,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
315,price increases,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
316,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
317,cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
318,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
319,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
320,Energy prices,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
321,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
322,COVID-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
323,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
324,Rising prices of food .fuel e.t.c,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
325,coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
326,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
327,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
328,covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
329,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
330,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
331,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
332,COVID Issues,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
333,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
334,cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
335,economic recovery,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
336,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
337,Economy & cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
338,Illegal immigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
339,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
340,imigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
341,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
342,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
343,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
344,Covid19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
345,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
346,Covid omicron,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
347,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
348,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
349,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
350,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
351,COVD19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
352,The economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
353,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
354,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
355,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
356,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
357,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
358,Coronovirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
359,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
360,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
361,Food and heating,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
362,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
363,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
364,Immigration,"- ""We need to address the immigration crisis and come up with a fair and humane solution.""
- ""Immigration policy is a major concern for me, we need to secure our borders and also provide a path to citizenship for those already here.""
- ""Immigration is a hot topic right now and we need to find a balance between protecting our country and being compassionate towards those seeking a better life.""",5,0.9108812204436563,0.9004895541411064,0.9215857160768837
365,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
366,Cost of living crisis,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
367,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
368,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
369,virus,Coronavirus,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
370,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
371,Rising prices for living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
372,illegal immigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
373,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
374,The coronavirus pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
375,Pandemic,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
376,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
377,cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
378,Cost of Living,Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
379,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
380,cost of living going up,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
381,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
382,Pollution,40 Environment,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
383,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
384,Illegal immigrants,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
385,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
386,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
387,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
388,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
389,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
390,Covid variant,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
391,cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
392,Price of oil,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
393,Increasing prices,32 - Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
394,COVID 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
395,Immigration,None,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
396,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
397,The cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
398,Cost of living crisis,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
399,climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
400,Immigration,"- ""We need to address the immigration crisis and come up with fair and humane solutions.""
- ""Immigration policy is a major concern for me, we need to secure our borders and also provide a path to citizenship for those already here.""
- ""Immigration is a hot topic right now and we need to find a balance between protecting our country and being compassionate towards those seeking a better life.""",5,0.9108812204436563,0.9004895541411064,0.9215857160768837
401,The economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
402,Immigration,None,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
403,C0vid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
404,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
405,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
406,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
407,Brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
408,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
409,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
410,immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
411,Immigration,N/A,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
412,The various consequences of the virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
413,immigration,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
414,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
415,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
416,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
417,COVID-19,Respond 48 for Coronavirus,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
418,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
419,The economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
420,COVID 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
421,Migration across the English Channel,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
422,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
423,Energy costs,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
424,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
425,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
426,COVID-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
427,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
428,Rising prices,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
429,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
430,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
431,Economic,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
432,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
433,Cost of Living,Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
434,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
435,economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
436,covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
437,Immigration,None,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
438,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
439,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
440,Climate change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
441,PANDEMIC,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
442,Cost of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
443,Fuel crisis,32 for Living costs,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
444,COVID,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
445,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
446,migrants,12,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
447,The economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
448,Covid-19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
449,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
450,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
451,brexit,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
452,Coronavirus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
453,Covid 19,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
454,Living costs,"- ""The rising cost of housing and healthcare is putting a strain on families across the country.""
- ""I'm worried about how I'll be able to afford to send my kids to college with the way living costs keep going up.""
- ""I feel like I'm working harder and harder just to stay afloat with the increasing prices of groceries and utilities.""",5,0.9108812204436563,0.9004895541411064,0.9215857160768837
455,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
456,Economy,26,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
457,Climate Change,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
458,costs of living,32,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
459,Corona virus,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
460,Covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
461,Climate chnage,40,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
462,Relationship with the EU,15,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
463,covid,48,5,0.9108812204436563,0.9004895541411064,0.9215857160768837
