id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
455,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
456,Economy,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
457,Climate Change,40,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
458,costs of living,32,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
459,Corona virus,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
460,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
461,Climate chnage,40,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
462,Relationship with the EU,15,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
463,covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
464,Coronavirus,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
465,Immigration,,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
466,Immigration,,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
467,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
468,Climate change,40,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
469,the cost of living,32,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
470,economy,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
471,The economy,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
472,COVID-19,Respond 48 for Coronavirus,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
473,Economy,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
474,Economic recovery,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
475,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
476,Covid control,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
477,Cost of living,32,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
478,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
479,Migrants,12,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
480,Economic Loss due to Brexit,15,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
481,Economy,26,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
482,The continuing negative effects from brexit,15,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
483,coronavirus,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
484,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
485,covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
486,COVID-19,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
487,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
488,Covid 19,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
489,Covid 19 Omicron variant,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
490,Cost of living,32,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
491,Coronavirus,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
492,COVID-19,Respond 48 for Coronavirus,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
493,Covid-19,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
494,The Brexit deal,15,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
495,Climate change,40,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
496,pandemic,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
497,Climate change,40,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
498,Covid,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
499,covid restrictions,48,5,0.9419519998827008,0.932328416580458,0.9523427130397647,6,0.9419519998827008,0.932328416580458,0.9523427130397647,4.0,0.9422171252431969,0.9108181909552243,0.9726449918760276
0,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
1,Immigration,,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
2,Overpopulation,40 Environment,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
3,cost of living energy prices,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
4,The cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
5,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
6,Covid 19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
7,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
8,Coronarvius,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
9,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
10,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
11,Covid-19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
12,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
13,coved19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
14,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
15,economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
16,Energy prices,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
17,Cost of living.,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
18,Covid-19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
19,Climate change,40,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
20,Pandemic,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
21,Global warming,40 Environment,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
22,Coronavirus,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
23,illegal migrants,12,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
24,Coronavirus,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
25,Covid-19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
26,Covid 19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
27,Financial situations,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
28,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
29,Corona virus pandemic,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
30,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
31,Economic recovery,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
32,eradicating Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
33,consequences of brexit/Russian aggression,15,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
34,covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
35,Brexit,15,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
36,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
37,immigration,12,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
38,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
39,Brexit.,15,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
40,Climate change,40,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
41,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
42,Pandemic,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
43,Cost of Living,Living costs,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
44,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
45,Cost of Living,Living costs,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
46,Cost of living crisis,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
47,Climate change,40,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
48,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
49,illegal immigration,12,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
50,Environment,"""The most important issue facing the country is the urgent need to address climate change and protect our environment for future generations.""",6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
51,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
52,COVID,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
53,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
54,Rising energy costs.,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
55,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
56,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
57,COVID 19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
58,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
59,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
60,Inaction on climate change,40 Environment,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
61,Cv19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
62,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
63,the economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
64,Brexit,15,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
65,omnicrom virus,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
66,The economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
67,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
68,Cost of living and paying bills,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
69,ECONOMY RISING PRICES,32 - Living costs,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
70,Cost of living crisis,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
71,COVID-19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
72,covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
73,Covid 19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
74,Financial,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
75,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
76,Climate change,40,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
77,The economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
78,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
79,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
80,Environmental,"""The most important issue facing the country is the urgent need to address climate change and protect our environment for future generations.""",6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
81,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
82,Covid 19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
83,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
84,Coronavirus,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
85,COVID-19,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
86,economic recovery,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
87,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
88,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
89,Economy,26,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
90,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
91,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
92,Cost of living,32,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
93,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
94,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
95,Covid,48,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
96,"Keeping covid at bay,unlocking the country",48 - Coronavirus,6,0.9366051975759455,0.9277496054568457,0.9460416298073416,7,0.9366051975759455,0.9277496054568457,0.9460416298073416,5.0,0.931150411578924,0.895620879435018,0.9626061113396741
