id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
426,Lack of choice in medical alternatives within nhs,1,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
427,Inflation,31,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
428,The various consequences of the virus,48 - Coronavirus,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
429,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
430,COVID,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
431,Covid 19,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
432,Energy prices,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
433,Cost of living crisis,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
434,Russia/Ukraine conflict,22 War,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
435,illegal migrants,12 for Immigration,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
436,COVID,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
437,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
438,covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
439,Brexit,15,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
440,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
441,Cost of living,32,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
442,The government,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
443,Climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
444,Conservative government,5,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
445,Global warming / Climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
446,Covid 19 and the variants,48 - Coronavirus,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
447,cost of living,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
448,Violent crime,14,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
449,Brexit,15,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
450,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
451,Energy costs,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
452,Peak Oil / Energy crisis,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
453,COVID pandemic,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
454,ECONOMY RISING PRICES,31 for Inflation,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
455,economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
456,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
457,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
458,Financial,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
459,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
460,Corona,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
461,Brexit,15,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
462,costs of living,32,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
463,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
464,Inflation,31,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
465,Blocking the Police & Crime bill,14 for Crime,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
466,Climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
467,COVID,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
468,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
469,Cost of living.,32 for Living costs.,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
470,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
471,Cost of living,32,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
472,Climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
473,Covid19,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
474,health - fighting the Corona virus,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
475,Climate Change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
476,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
477,covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
478,Covid 19,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
479,Covid 19,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
480,Immigration,12,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
481,covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
482,covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
483,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
484,Corona virus,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
485,NHS,1,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
486,Broken government promises and wasteful spending,"4 - Pol-neg i.e., complaints about politics",5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
487,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
488,Coronavirus,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
489,coronavirus,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
490,Financial situations,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
491,The economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
492,Covid,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
493,Illegal immigration,12,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
494,Economy & cost of living,32 for Living costs,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
495,climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
496,Pandemic,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
497,Economy,26,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
498,Covid-19,48,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
499,Climate change,40 Environment,5,0.9278232426247787,0.9176285520033739,0.9378186481861924,6,0.9278232426247787,0.9176285520033739,0.9378186481861924,4.0,0.9337649392410451,0.903149525667637,0.9618868163487451
0,Economy,26,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
2,COVID 19,48 (Coronavirus),6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
3,immigration,12,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
4,The cost of living crisis,32 for Living costs,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
5,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
6,coved19,48 for Coronavirus,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
7,the economy,26,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
8,NHS,1,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
9,Cost of living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
10,COVID,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
11,Cost of living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
12,Global warming,40 Environment,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
13,Immigration,12,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
14,underfunded nhs,1,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
15,The economy,26,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
16,cost of living energy prices,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
17,Corruption in parliament,"4 - Pol-neg i.e., complaints about politics",6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
18,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
19,COVID,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
20,War in Ukraine,22 for War,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
21,Brexit & Covid,"15, 48",6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
22,the Ukraine conflict,22 for War,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
23,underlying health probems that have not been dealt with during the pandemic,1,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
24,Economy,26,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
25,Covid-19,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
26,covid 19,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
27,COVID-19,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
28,Cost of living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
29,Immigration,12,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
30,Cost of living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
31,Brexit,15,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
32,immigration,12,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
33,The economy,26,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
34,crime,"I'm sorry, but I need to see the open-ended response in order to assign a category to it.",6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
35,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
36,Cover 19 Indian strain,48 for Coronavirus,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
37,EU aggression,22 for War,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
38,COVID 19,48 (Coronavirus),6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
39,rejoining the eu,15 for Europe,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
40,Recovery from Covid-19,48 for Coronavirus,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
41,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
42,Cost of Living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
43,Rising living costs,32 for Living costs,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
45,illegal migrants,12 for Immigration,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
46,covie vir 19,48 - Coronavirus,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
47,Economic recovery,26 for Economy-general,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
48,Immigration,12,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
49,Corona virus pandemic,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
50,COVID,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
51,Virus,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
52,Cost of Living,32,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
53,Climate change,40 Environment,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
54,Brexit,15,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
55,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
56,Covid,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
57,Covid hoax,48 for Coronavirus,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
58,Covid 19,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
59,Rising prices,31 - Inflation,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
60,Pandemic,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
61,Covid 19,48,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
62,NHS backlog,1,6,0.9257640022932353,0.9165462873774662,0.9349832707982018,7,0.9257640022932353,0.9165462873774662,0.9349832707982018,5.0,0.9295752725575988,0.9002311191874928,0.9581630340583314
